Common Name,Species,Class,Cervical,D3,node,Mammalia,Reptilia,Aves,Amphibia
Common Toad,Bufo bufo,Amphibia,1.0,18681.0,0,0,0,0,1
Asiatic Toad,Bufo gargarizans,Amphibia,1.0,18601.0,0,0,0,0,1
Common Frog,Rana temporaria,Amphibia,1.0,24887.0,0,0,0,0,1
Western Clawed Frog,Xenopus tropicalis,Amphibia,1.0,-24611.0,0,0,0,0,1
Two-Lined Caecilian,Rhinatrema bivittatum,Amphibia,1.0,-14530.0,0,0,0,0,1
Gaboon Caecilian,Geotrypetes seraphini,Amphibia,1.0,35087.0,0,0,0,0,1
Tiny Cayenne Caecilian,Microcaecilia unicolor,Amphibia,1.0,56727.0,0,0,0,0,1
Western European Hedgehog,Erinaceus europaeus,Mammalia,7.0,15252.0,0,1,0,0,0
Suricate,Suricata suricatta,Mammalia,7.0,20559.0,0,1,0,0,0
Cat,Felis catus,Mammalia,7.0,4229.0,0,1,0,0,0
Tiger,Panthera tigris,Mammalia,7.0,12331.0,0,1,0,0,0
Lion,Panthera leo,Mammalia,7.0,12345.0,0,1,0,0,0
Leopard,Panthera pardus,Mammalia,7.0,-3196.0,0,1,0,0,0
Fox,Vulpes vulpes,Mammalia,7.0,20693.0,0,1,0,0,0
Ermine,Mustela erminea,Mammalia,7.0,11450.0,0,1,0,0,0
American Black Bear,Ursus americanus,Mammalia,7.0,15438.0,0,1,0,0,0
Horse,Equus caballus,Mammalia,7.0,5974.0,0,1,0,0,0
Alpaca,Vicugna pacos,Mammalia,7.0,24763.0,0,1,0,0,0
Two-Humped Camel,Camelus ferus,Mammalia,7.0,12263.0,0,1,0,0,0
Narwhal,Monodon monoceros,Mammalia,7.0,27554.0,0,1,0,0,0
Orca,Orcinus orca,Mammalia,7.0,12242.0,0,1,0,0,0
Bottle-Nose Dolphin,Tursiops truncatus,Mammalia,7.0,35738.0,0,1,0,0,0
North Pacific Minke Whale,Balaenoptera acutorostrata scammoni,Mammalia,7.0,20497.0,0,1,0,0,0
Cattle,Bos taurus,Mammalia,7.0,41786.0,0,1,0,0,0
Goat,Capra hircus,Mammalia,7.0,20043.0,0,1,0,0,0
Sheep,Ovis aries,Mammalia,7.0,36876.0,0,1,0,0,0
Wild Boar,Sus scrofa,Mammalia,7.0,33954.0,0,1,0,0,0
Flying Fox,Pteropus vampyrus,Mammalia,7.0,36606.0,0,1,0,0,0
Rabbit,Oryctolagus cuniculus,Mammalia,7.0,9867.0,0,1,0,0,0
Norway Rat,Rattus norvegicus,Mammalia,7.0,4666.0,0,1,0,0,0
House Mouse,Mus musculus,Mammalia,7.0,-17167.0,0,1,0,0,0
Guinea Pig,Cavia porcellus,Mammalia,7.0,22273.0,0,1,0,0,0
Lemur,Lemur catta,Mammalia,7.0,22886.0,0,1,0,0,0
Common Marmoset,Callithrix jacchus,Mammalia,7.0,36690.0,0,1,0,0,0
Gorilla,Gorilla gorilla,Mammalia,7.0,12908.0,0,1,0,0,0
Human,Homo sapiens,Mammalia,7.0,-697.0,0,1,0,0,0
Chimpanzee,Pan troglodytes,Mammalia,7.0,-3127.0,0,1,0,0,0
Rhesus Monkey,Macaca mulatta,Mammalia,7.0,20398.0,0,1,0,0,0
Pig-Tailed Macaque,Macaca nemestrina,Mammalia,7.0,37486.0,0,1,0,0,0
African Bush Elephant,Loxodonta africana,Mammalia,7.0,21203.0,0,1,0,0,0
Linne'S Two-Toed Sloth,Choloepus didactylus,Mammalia,7.0,-6.0,0,1,0,0,0
Short-Beaked Echidna,Tachyglossus aculeatus,Mammalia,7.0,16424.0,0,1,0,0,0
Platypus,Ornithorhynchus anatinus,Mammalia,7.0,-10068.0,0,1,0,0,0
Okarito Kiwi,Apteryx rowi,Aves,17.0,17584.0,0,0,0,1,0
Emu,Dromaius novaehollandiae,Aves,18.25,22973.0,0,0,0,1,0
Chicken,Gallus gallus,Aves,14.0,17353.0,0,0,0,1,0
Common Pheasant,Phasianus colchicus,Aves,13.0,15440.0,0,0,0,1,0
Black Swan,Cygnus atratus,Aves,22.0,16866.0,0,0,0,1,0
Mute Swan,Cygnus olor,Aves,23.33333333333333,17711.0,0,0,0,1,0
Swan Goose,Anser cygnoides,Aves,17.0,18412.0,0,0,0,1,0
Mallard,Anas platyrhynchos,Aves,15.0,-12874.0,0,0,0,1,0
Common Cuckoo,Cuculus canorus,Aves,14.0,12669.0,0,0,0,1,0
White Or Black-Backed Wagtail,Motacilla alba alba,Aves,12.0,3404.0,0,0,0,1,0
Crow,Corvus hawaiiensis,Aves,9.0,31109.0,0,0,0,1,0
Zebra Finch,Taeniopygia guttata,Aves,12.0,9067.0,0,0,0,1,0
Barn Swallow,Hirundo rustica,Aves,12.0,-6802.0,0,0,0,1,0
Kakapo,Strigops habroptila,Aves,14.0,32592.0,0,0,0,1,0
Budgerigar,Melopsittacus undulatus,Aves,11.0,30812.0,0,0,0,1,0
Barn Owl,Tyto alba,Aves,12.0,4369.0,0,0,0,1,0
Rock Pigeon,Columba livia,Aves,12.0,21274.0,0,0,0,1,0
Ruff,Calidris pugnax,Aves,13.5,-14050.0,0,0,0,1,0
Emperor Penguin,Aptenodytes forsteri,Aves,13.0,16158.0,0,0,0,1,0
American Alligator,Alligator mississippiensis,Reptilia,2.0,26130.0,0,0,1,0,0
Australian Saltwater Crocodile,Crocodylus porosus,Reptilia,2.0,34624.0,0,0,1,0,0
Chinese Soft-Shelled Turtle,Pelodiscus sinensis,Reptilia,8.0,37962.0,0,0,1,0,0
Green Sea Turtle,Chelonia mydas,Reptilia,8.0,-19636.0,0,0,1,0,0
Viviparous (Common) Lizard,Zootoca vivipara,Reptilia,3.0,30978.0,0,0,1,0,0
Sand Lizard,Lacerta agilis,Reptilia,3.0,30656.0,0,0,1,0,0
Common Wall Lizard,Podarcis muralis,Reptilia,3.0,31526.0,0,0,1,0,0
Central Bearded Dragon,Pogona vitticeps,Reptilia,4.0,30680.0,0,0,1,0,0
Komodo Dragon,Varanus komodoensis,Reptilia,4.0,21935.0,0,0,1,0,0
Axolotl,Ambystoma mexicanum,Amphibia,1.5,47334.0,0,0,0,0,1
Iberian Ribbed Newt,Pleurodeles waltl,Amphibia,1.0,41202.0,0,0,0,0,1
African Clawed Frog,Xenopus laevis,Amphibia,1.0,5371.0,0,0,0,0,1
European Fire-Bellied Toad,Bombina bombina,Amphibia,1.0,16724.0,0,0,0,0,1
Painted Frog,Discoglossus pictus,Amphibia,1.0,16147.0,0,0,0,0,1
Southern Cassowary,Casuarius casuarius,Aves,15.0,4905.0,0,0,0,1,0
Golden Pheasant,Chrysolophus pictus,Aves,13.0,5914.0,0,0,0,1,0
Bar-Headed Goose,Anser indicus,Aves,17.0,161.0,0,0,0,1,0
Eastern Spot-Billed Duck,Anas zonorhyncha,Aves,15.0,6399.0,0,0,0,1,0
Great Bustard,Otis tarda,Aves,14.0,4983.0,0,0,0,1,0
Brown Falcon,Falco berigora,Aves,13.0,5201.0,0,0,0,1,0
Merlin,Falco columbarius,Aves,12.0,4985.0,0,0,0,1,0
California Condor,Gymnogyps californianus,Aves,13.0,5177.0,0,0,0,1,0
Steller'S Sea Eagle,Haliaeetus pelagicus,Aves,13.0,166.0,0,0,0,1,0
Lammergeier,Gypaetus barbatus,Aves,13.0,6477.0,0,0,0,1,0
Oriental Scops Owl,Otus sunia,Aves,12.0,1727.0,0,0,0,1,0
European Golden-Plover,Pluvialis apricaria,Aves,13.0,5073.0,0,0,0,1,0
Eurasian Woodcock,Scolopax rusticola,Aves,13.333333333333334,5095.0,0,0,0,1,0
Common Snipe,Gallinago gallinago,Aves,13.5,4965.0,0,0,0,1,0
Atlantic Puffin,Fratercula arctica,Aves,14.0,5068.0,0,0,0,1,0
Common Murre,Uria aalge,Aves,14.0,5117.0,0,0,0,1,0
Common Tern,Sterna hirundo,Aves,13.0,809.0,0,0,0,1,0
Razorbill,Alca torda,Aves,12.5,5105.0,0,0,0,1,0
Eurasian Coot,Fulica atra,Aves,14.0,890.0,0,0,0,1,0
Royal Penguin,Eudyptes schlegeli,Aves,12.0,5170.0,0,0,0,1,0
White Stork,Ciconia ciconia,Aves,15.666666666666666,1722.0,0,0,0,1,0
West African Mud Turtle,Pelusios castaneus,Reptilia,8.0,-5555.0,0,0,1,0,0
Snapping Turtle,Chelydra serpentina,Reptilia,8.0,-5638.0,0,0,1,0,0
Regal Horned Lizard,Sphenodon punctatus,Reptilia,3.0,-39158.0,0,0,1,0,0
Argentine Black And White Tegu,Salvator merianae,Reptilia,2.0,2153.0,0,0,1,0,0
Desert Horned Lizard,Phrynosoma platyrhinos,Reptilia,3.0,-49331.0,0,0,1,0,0
Chinese Crocodile Lizard,Shinisaurus crocodilurus,Reptilia,3.0,-2970.0,0,0,1,0,0
Common Leopard Gecko,Eublepharis macularius,Reptilia,3.0,26856.0,0,0,1,0,0
Axolotl+Iberian Ribbed Newt,Ambystoma mexicanum+Pleurodeles waltl,Amphibia+Amphibia,1.25,44268.0,25,0,0,0,2
Common Toad+Asiatic Toad,Bufo bufo+Bufo gargarizans,Amphibia+Amphibia,1.0,18641.0,37,0,0,0,2
Common Toad+Asiatic Toad+Common Frog,Bufo bufo+Bufo gargarizans+Rana temporaria,Amphibia+Amphibia+Amphibia,1.0,21692.877305758004,36,0,0,0,3
African Clawed Frog+Western Clawed Frog,Xenopus laevis+Xenopus tropicalis,Amphibia+Amphibia,1.0,-9619.999999999998,35,0,0,0,2
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0,8502.072996365592,34,0,0,0,5
European Fire-Bellied Toad+Painted Frog,Bombina bombina+Discoglossus pictus,Amphibia+Amphibia,1.0,16435.5,43,0,0,0,2
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0,11553.750772225709,33,0,0,0,7
Axolotl+Iberian Ribbed Newt+Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog,Ambystoma mexicanum+Pleurodeles waltl+Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.095185156109101,24009.394451176646,51,0,0,0,9
Gaboon Caecilian+Tiny Cayenne Caecilian,Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia,1.0,45907.0,14,0,0,0,2
Two-Lined Caecilian+Gaboon Caecilian+Tiny Cayenne Caecilian,Rhinatrema bivittatum+Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia+Amphibia,1.0,20433.777203950824,13,0,0,0,3
Axolotl+Iberian Ribbed Newt+Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog+Two-Lined Caecilian+Gaboon Caecilian+Tiny Cayenne Caecilian,Ambystoma mexicanum+Pleurodeles waltl+Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus+Rhinatrema bivittatum+Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.060583304992181,22709.580691373703,50,0,0,0,12
Lion+Leopard,Panthera leo+Panthera pardus,Mammalia+Mammalia,7.0,4574.5,49,2,0,0,0
Tiger+Lion+Leopard,Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia,7.0,8424.26089558544,57,3,0,0,0
Cat+Tiger+Lion+Leopard,Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia,7.0,6763.134047681349,60,4,0,0,0
Suricate+Cat+Tiger+Lion+Leopard,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,12917.201676404693,56,5,0,0,0
Ermine+American Black Bear,Mustela erminea+Ursus americanus,Mammalia+Mammalia,7.0,13443.999999999998,48,2,0,0,0
Fox+Ermine+American Black Bear,Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia,7.0,16031.895067008838,63,3,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,14691.299033448047,47,8,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,11958.604752360598,68,9,0,0,0
Alpaca+Two-Humped Camel,Vicugna pacos+Camelus ferus,Mammalia+Mammalia,6.999999999999999,18513.0,73,2,0,0,0
Orca+Bottle-Nose Dolphin,Orcinus orca+Tursiops truncatus,Mammalia+Mammalia,7.000000000000001,23990.000000000004,72,2,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin,Monodon monoceros+Orcinus orca+Tursiops truncatus,Mammalia+Mammalia+Mammalia,7.0,25488.506553605846,84,3,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni,Mammalia+Mammalia+Mammalia+Mammalia,7.0,23428.340593192108,87,4,0,0,0
Goat+Sheep,Capra hircus+Ovis aries,Mammalia+Mammalia,7.0,28459.5,83,2,0,0,0
Cattle+Goat+Sheep,Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia,6.999999999999999,34475.926187632875,82,3,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,28400.676969808017,80,7,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,29986.784808908546,79,8,0,0,0
Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,26886.867969170326,94,10,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000002,19214.04488232604,92,19,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000002,22359.392573473626,78,20,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000002,21026.257934907193,98,21,0,0,0
Norway Rat+House Mouse,Rattus norvegicus+Mus musculus,Mammalia+Mammalia,7.0,-6645.206706680886,97,2,0,0,0
Norway Rat+House Mouse+Guinea Pig,Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia,6.999999999999999,7161.642381216996,77,3,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,8107.293515667756,71,4,0,0,0
Human+Chimpanzee,Homo sapiens+Pan troglodytes,Mammalia+Mammalia,7.000000000000001,-1869.984135822867,67,2,0,0,0
Gorilla+Human+Chimpanzee,Gorilla gorilla+Homo sapiens+Pan troglodytes,Mammalia+Mammalia+Mammalia,7.000000000000001,3417.8815145993444,66,3,0,0,0
Rhesus Monkey+Pig-Tailed Macaque,Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia,7.0,27464.653480220328,46,2,0,0,0
Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,14740.145886475659,32,5,0,0,0
Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,23103.543191750767,106,6,0,0,0
Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,23018.650860357448,104,7,0,0,0
